timestamp,open,high,low,close,volume_from,volume_to
2026-04-19T19:00:00,73824.27,74769.88,73747.69,74665.2,2793.38,207701847.76
2026-04-19T23:00:00,74665.2,75600.12,74135.32,74854.49,2443.46,182630569.45
2026-04-20T03:00:00,74854.49,75436.58,74651.47,75220.27,2669.49,200360771.32
2026-04-20T07:00:00,75220.27,75810.99,74733.66,75749.45,6741.7,507782554.29
2026-04-20T11:00:00,75749.45,76518.45,75325.56,76330.56,6031.06,458583337.32
2026-04-20T15:00:00,76330.56,76596.97,75650.71,75864.88,2788.16,212151138.75
2026-04-20T19:00:00,75864.88,76284.65,75512.28,75740.17,2248.94,170606084.14
2026-04-20T23:00:00,75740.17,76326.09,75631.1,76122.96,1625.78,123496235.97
2026-04-21T03:00:00,76122.96,76924.94,76097.75,76483.71,3198.95,244893372.1
2026-04-21T07:00:00,76483.71,76617.65,75460.76,75843.53,6952.39,528309622.85
2026-04-21T11:00:00,75843.53,76198.26,74828.26,75030.4,5950.04,449517492.98
2026-04-21T15:00:00,75030.4,76446.81,74994.7,76349.35,3033.13,229653313.53
2026-04-21T19:00:00,76349.35,77748.1,76149,77547.11,4923.38,378901826.66
2026-04-21T23:00:00,77547.11,78442.3,77383.33,78024.21,4377.59,341288022.04
2026-04-22T03:00:00,78024.21,78418.39,77961.8,78321.22,2491.28,194662883.12
2026-04-22T07:00:00,78321.22,79445.85,78142.17,79323.66,9927.49,782476101.38
2026-04-22T11:00:00,79323.66,79515.58,78675.26,78880.25,5645.79,445897707.86
2026-04-22T15:00:00,78880.25,78949.5,78183.41,78209.43,2831,222539048.98
2026-04-22T19:00:00,78209.43,78604.05,77509.22,77769.06,3681,287418556.84
2026-04-22T23:00:00,77769.06,78364.06,77702.57,78083.05,2183.5,170416020.8
2026-04-23T03:00:00,78083.05,78204.08,77202.86,77726.69,3204.79,248730006.79
2026-04-23T07:00:00,77726.69,78705.03,77414.97,78415.09,7159.75,557903823.59
2026-04-23T11:00:00,78415.09,78548.58,76986.12,77749.56,7927.41,617002224.06
2026-04-23T15:00:00,77749.56,78367.29,77673.9,78283.64,2119.09,165367389.21
2026-04-23T19:00:00,78283.64,78604.69,77594.95,77761.57,2568.88,200850767.05
2026-04-23T23:00:00,77761.57,78065.97,77473.31,77680.11,1770.8,137684696.55
2026-04-24T03:00:00,77680.11,78397.92,77435.62,78260.68,3009.38,234394310.11
2026-04-24T07:00:00,78260.68,78499.5,77608.92,78068.89,7943.94,619825177
2026-04-24T11:00:00,78068.89,78090.09,77386.87,77660.05,3827.82,297320765.8
2026-04-24T15:00:00,77660.05,77787.3,77293.78,77463.4,2060.97,159865268.07
2026-04-24T19:00:00,77463.4,77738.42,77336.47,77697.03,923.83,71647144.63
2026-04-24T23:00:00,77697.03,77721.53,77477.3,77525.29,772.72,59940992.85
2026-04-25T03:00:00,77525.29,77907.49,77514.69,77706.47,909.51,70685813.23
2026-04-25T07:00:00,77706.47,77770.92,77340.79,77357.35,1167.91,90636882.8
2026-04-25T11:00:00,77357.35,77479.68,77178.63,77343.49,1687.46,130546864.73
